time_ms,batt_V,advCount,connEvents,rssi_mean,rssi_var
8067113,4.251,16346,11303,-68.65,8.45
8068067,4.25,16348,11304,-68.65,8.45
8070225,4.251,16353,11307,-68.7,8.64
8071648,4.248,16356,11309,-68.7,8.64
8072422,4.251,16357,11310,-68.7,8.64
8073665,4.252,16360,11311,-68.35,10.13
8074922,4.252,16362,11313,-68.35,10.13
8076137,4.251,16364,11315,-68.35,10.13
8077579,4.251,16367,11317,-68.35,10.13
8078341,4.252,16368,11318,-68.35,10.13
8080118,4.251,16372,11321,-68.35,10.13
8080762,4.251,16373,11322,-68.35,10.13
8081814,4.251,16376,11323,-68.3,9.91
8082835,4.252,16379,11324,-68.3,9.91
8086357,4.251,16386,11330,-68.3,9.91
8087084,4.251,16387,11331,-68.3,9.91
8089374,4.251,16391,11335,-67.95,11.1
8091369,4.25,16396,11338,-67.95,11.1
8094760,4.25,16399,11340,-67.95,11.1
8095782,4.251,16407,11344,-67.95,11.1
8096772,4.249,16409,11345,-67.95,11.1
8097769,4.249,16411,11346,-67.95,11.1
8099438,4.251,16414,11349,-67.95,11.1
8101838,4.251,16419,11353,-67.95,11.1
8102862,4.251,16421,11355,-67.95,11.1
8103687,4.251,16422,11356,-67.95,11.1
8104567,4.249,16424,11357,-67.95,11.1
8105837,4.25,16426,11359,-67.95,11.1
8106768,4.249,16428,11360,-67.95,11.1
8107867,4.251,16430,11361,-67.95,11.1
8109123,4.251,16432,11363,-67.95,11.1
8110370,4.25,16434,11365,-67.95,11.1
8111182,4.25,16435,11366,-67.95,11.1
8112187,4.249,16437,11367,-67.95,11.1
8113464,4.25,16439,11369,-67.95,11.1
8114873,4.249,16442,11371,-67.95,11.1
8115617,4.249,16443,11372,-67.95,11.1
8117572,4.25,16447,11375,-67.95,11.1
8118349,4.251,16448,11376,-67.95,11.1
8120172,4.25,16451,11379,-67.95,11.1
8120995,4.248,16452,11380,-67.95,11.1
8122060,4.249,16454,11381,-67.95,11.1
8123187,4.251,16457,11382,-67.95,11.1
8124656,4.251,16460,11384,-67.95,11.1
8125436,4.25,16461,11385,-67.95,11.1
8127497,4.251,16465,11388,-67.95,11.1
8128252,4.25,16466,11389,-67.95,11.1
8129305,4.248,16468,11390,-68.3,9.91
8130260,4.25,16470,11391,-68.3,9.91
8131333,4.25,16473,11392,-68.3,9.91
8132475,4.25,16475,11394,-68.3,9.91
8136048,4.25,16482,11400,-68.3,9.91
8137224,4.25,16484,11402,-68.3,9.91
8138082,4.248,16486,11403,-68.3,9.91
8138901,4.249,16488,11404,-68.3,9.91
8139972,4.25,16491,11405,-68.3,9.91
8141411,4.25,16495,11407,-68.3,9.91
8142115,4.249,16496,11408,-68.3,9.91
8143132,4.25,16499,11409,-68.65,8.45
8144371,4.248,16502,11411,-68.6,8.25
8145062,4.249,16503,11412,-68.6,8.25
8147499,4.248,16508,11416,-68.95,6.58
8148281,4.249,16509,11417,-68.95,6.58
8149274,4.248,16511,11418,-69.3,4.64
8152479,4.249,16518,11423,-69.65,2.45
8153685,4.25,16520,11425,-69.65,2.45
8154490,4.25,16521,11426,-69.65,2.45
8155851,4.25,16524,11428,-69.65,2.45
8156627,4.25,16525,11429,-69.65,2.45
8158093,4.249,16528,11431,-69.65,2.45
8158985,4.25,16529,11432,-69.65,2.45
8159921,4.25,16531,11433,-69.65,2.45
8161007,4.25,16534,11434,-69.65,2.45
8161537,4.25,16534,11434,-69.65,2.45
8163364,4.249,16540,11437,-69.65,2.45
8164215,4.25,16541,11438,-69.65,2.45
8165154,4.25,16543,11439,-69.65,2.45
8166842,4.251,16546,11442,-69.65,2.45
8167659,4.248,16547,11443,-69.65,2.45
8168684,4.248,16549,11444,-69.65,2.45
8169858,4.25,16552,11445,-69.65,2.45
8171286,4.248,16555,11447,-69.65,2.45
8172329,4.247,16557,11448,-69.65,2.45
8173110,4.249,16558,11449,-69.65,2.45
8174122,4.248,16560,11450,-69.65,2.45
8175544,4.248,16563,11452,-69.65,2.45
8177313,4.248,16566,11455,-69.65,2.45
8177955,4.248,16566,11455,-69.65,2.45
8179080,4.248,16570,11457,-69.7,2.54
8180232,4.25,16573,11458,-69.7,2.54
8181168,4.25,16575,11459,-69.7,2.54
8182123,4.25,16577,11460,-69.35,4.77
8183483,4.25,16580,11462,-69.35,4.77
8184572,4.249,16582,11463,-69.35,4.77
8185433,4.248,16584,11464,-69.35,4.77
8186375,4.246,16586,11465,-69.35,4.77
8187466,4.246,16588,11466,-69.35,4.77
8188739,4.25,16590,11468,-69.35,4.77
8189714,4.246,16592,11469,-69.35,4.77
8190962,4.247,16595,11470,-69.35,4.77
8191790,4.248,16596,11471,-69.35,4.77
8193922,4.248,16601,11474,-69.35,4.77
8194948,4.248,16603,11476,-69.35,4.77
8195662,4.25,16604,11477,-69.35,4.77
8196785,4.25,16606,11479,-69.35,4.77
8197605,4.249,16608,11480,-69.35,4.77
8198806,4.248,16610,11482,-69.35,4.77
8199595,4.248,16612,11483,-69.35,4.77
8200796,4.249,16614,11485,-69.35,4.77
8201986,4.247,16617,11487,-69.35,4.77
8202698,4.249,16618,11488,-69.35,4.77
8203684,4.249,16621,11489,-69.35,4.77
8204974,4.248,16625,11490,-69.55,5.84
8207461,4.248,16630,11494,-69.55,5.84
8208574,4.248,16633,11495,-69.55,5.84
8209690,4.248,16636,11496,-69.55,5.84
8210548,4.249,16637,11497,-69.55,5.84
8211401,4.249,16639,11498,-69.55,5.84
8213685,4.248,16643,11502,-69.55,5.84
8214561,4.248,16644,11503,-69.55,5.84
8215623,4.246,16646,11504,-69.55,5.84
8216616,4.246,16648,11505,-69.55,5.84
8217508,4.248,16650,11506,-69.55,5.84
8218636,4.246,16653,11507,-69.55,5.84
8219468,4.248,16654,11508,-69.55,5.84
8220513,4.246,16656,11509,-69.6,5.94
8221645,4.246,16659,11510,-69.6,5.94
8222504,4.248,16660,11511,-69.6,5.94
8223686,4.247,16663,11512,-69.6,5.94
8224531,4.246,16664,11513,-69.6,5.94
8225677,4.248,16667,11514,-69.95,3.52
8226805,4.249,16670,11515,-69.95,3.52
8227629,4.246,16671,11516,-69.95,3.52
8228712,4.248,16674,11517,-69.95,3.52
8229599,4.246,16676,11518,-69.95,3.52
8230626,4.245,16678,11519,-69.95,3.52
8232042,4.248,16681,11521,-69.95,3.52
8233299,4.247,16683,11523,-69.95,3.52
8234107,4.246,16684,11524,-69.95,3.52
8235574,4.248,16686,11526,-69.95,3.52
8236638,4.246,16688,11527,-69.95,3.52
8237677,4.248,16690,11528,-69.95,3.52
8238525,4.248,16691,11529,-69.95,3.52
8239405,4.246,16693,11530,-69.95,3.52
8240391,4.245,16695,11531,-69.6,5.2
8241619,4.246,16698,11532,-69.6,5.2
8242910,4.248,16700,11534,-69.6,5.2
8244297,4.248,16703,11536,-69.6,5.2
8245192,4.247,16705,11537,-69.6,5.2
8245697,4.247,16705,11537,-69.95,2.79
8247621,4.246,16713,11539,-69.6,5.2
8249001,4.247,16715,11541,-69.25,7.36
8249728,4.246,16716,11542,-69.25,7.36
8250756,4.245,16718,11544,-69.25,7.36
8251742,4.248,16720,11545,-69.25,7.36
8253067,4.248,16723,11547,-69.45,8.47
8254602,4.246,16727,11549,-69.45,8.47
8256861,4.247,16732,11553,-69.45,8.47
8257977,4.247,16734,11555,-69.45,8.47
8258681,4.248,16735,11556,-69.45,8.47
8259721,4.247,16738,11557,-69.45,8.47
8260622,4.245,16740,11558,-69.1,10.52
8263065,4.246,16745,11562,-68.9,9.25
8263263,4.246,16745,11562,-68.9,9.25
8264913,4.248,16751,11563,-68.55,10.89
8265858,4.246,16753,11564,-68.55,10.89
8267256,4.246,16756,11566,-68.55,10.89
8268361,4.246,16758,11568,-68.55,10.89
8269213,4.245,16759,11569,-68.55,10.89
8270093,4.246,16761,11570,-68.55,10.89
8273583,4.248,16768,11576,-68.55,10.89
8274689,4.247,16771,11577,-68.55,10.89
8275671,4.246,16773,11578,-68.55,10.89
8277450,4.247,16776,11581,-68.55,10.89
8278684,4.246,16778,11583,-68.55,10.89
8279548,4.245,16779,11584,-68.55,10.89
8280484,4.247,16781,11585,-68.55,10.89
8282090,4.246,16784,11587,-68.2,12.27
8284508,4.245,16789,11591,-68.2,12.27
8285468,4.244,16791,11592,-68.2,12.27
8286620,4.246,16793,11594,-68.2,12.27
8287386,4.246,16794,11595,-68.2,12.27
8288832,4.246,16797,11597,-67.85,13.4
8289639,4.248,16798,11598,-67.85,13.4
8290043,4.248,16798,11598,-67.5,14.26
8294218,4.246,16808,11605,-67.15,14.87
8295078,4.247,16809,11606,-67.15,14.87
8296013,4.248,16811,11607,-67.15,14.87
8298380,4.246,16815,11611,-67.15,14.87
8299668,4.246,16817,11613,-67.15,14.87
8300915,4.247,16819,11615,-67.15,14.87
8301712,4.246,16820,11616,-67.15,14.87
8302916,4.247,16822,11618,-67.15,14.87
8304066,4.246,16824,11620,-67.15,14.87
8304835,4.246,16825,11621,-67.15,14.87
8306205,4.246,16828,11623,-67.15,14.87
8306925,4.245,16829,11624,-67.15,14.87
8308118,4.247,16832,11625,-67.5,15
8309449,4.245,16835,11627,-67.15,15.61
8310595,4.246,16837,11629,-67.15,15.61
8311285,4.246,16838,11630,-67.15,15.61
8312581,4.246,16842,11631,-67.35,17.61
8313353,4.245,16844,11632,-67.35,17.61
8314494,4.245,16846,11634,-67.35,17.61
8315304,4.246,16848,11635,-67.7,16.85
8316477,4.246,16851,11636,-68.05,15.84
8317364,4.246,16853,11637,-68.05,15.84
8320994,4.246,16860,11643,-67.85,14.13
8321823,4.245,16861,11644,-67.85,14.13
8322860,4.246,16864,11645,-67.85,14.13
8323718,4.245,16866,11646,-67.85,14.13
8324684,4.242,16868,11647,-68.2,13.01
8325984,4.246,16872,11648,-68.2,13.01
8326972,4.245,16874,11649,-68.2,13.01
8328776,4.246,16878,11652,-68.2,13.01
8329572,4.245,16879,11653,-68.2,13.01
8330575,4.244,16881,11654,-68.55,11.63
8334405,4.245,16888,11660,-68.55,11.63
8335774,4.245,16892,11661,-68.55,11.63
8338630,4.244,16893,11662,-68.55,11.63
8339691,4.245,16898,11667,-68.55,11.63
8340602,4.245,16899,11668,-68.55,11.63
8341528,4.242,16901,11669,-68.5,11.42
8343046,4.245,16904,11671,-68.5,11.42
8344206,4.245,16906,11673,-68.5,11.42
8345448,4.245,16908,11675,-68.5,11.42
8346674,4.245,16910,11677,-68.5,11.42
8348191,4.244,16914,11679,-68.5,11.42
8348982,4.245,16915,11680,-68.5,11.42
8350784,4.245,16920,11682,-68.5,11.42
8351783,4.242,16922,11683,-68.5,11.42
8352629,4.245,16923,11684,-68.5,11.42
8354033,4.245,16926,11686,-68.85,9.82
8355355,4.245,16928,11688,-68.85,9.82
8356536,4.245,16930,11690,-68.85,9.82
8357352,4.244,16931,11691,-68.85,9.82
8358761,4.246,16934,11693,-69.2,7.96
8360048,4.245,16936,11695,-69.2,7.96
8361618,4.245,16939,11698,-69.2,7.96
8362409,4.245,16940,11699,-69.2,7.96
8364860,4.245,16945,11703,-69.55,5.84
8365788,4.245,16947,11704,-69.55,5.84
8366635,4.243,16949,11705,-69.55,5.84
8367808,4.244,16951,11707,-69.55,5.84
8368935,4.244,16953,11709,-69.55,5.84
8369595,4.244,16954,11710,-69.55,5.84
8370808,4.245,16957,11712,-69.9,3.46
8373237,4.243,16962,11716,-69.9,3.46
8375033,4.245,16966,11719,-69.9,3.46
8377711,4.244,16972,11723,-69.9,3.46
8378480,4.245,16973,11724,-69.9,3.46
8379485,4.243,16975,11725,-69.85,3.4
8380726,4.245,16978,11726,-70.2,0.8
8382092,4.244,16981,11728,-70.2,0.8
8382902,4.245,16982,11729,-70.2,0.8
8383808,4.243,16984,11730,-70,0
8385030,4.246,16987,11731,-70,0
8385798,4.243,16988,11732,-70,0
8386927,4.244,16991,11733,-69.65,2.45
8387775,4.244,16993,11734,-69.65,2.45
8389011,4.243,16995,11736,-69.65,2.45
8390394,4.245,16998,11738,-69.65,2.45
8391176,4.243,16999,11739,-69.65,2.45
8392230,4.245,17001,11740,-69.3,4.64
8393571,4.243,17004,11742,-69.3,4.64
8394511,4.242,17006,11743,-68.95,6.58
8396063,4.245,17009,11746,-68.95,6.58
8396939,4.243,17010,11747,-68.95,6.58
8397972,4.242,17012,11748,-68.95,6.58
8398880,4.244,17014,11749,-68.95,6.58
8400010,4.245,17017,11750,-68.95,6.58
8400799,4.244,17018,11751,-68.95,6.58
8401961,4.241,17021,11752,-68.95,6.58
8402839,4.244,17023,11753,-68.95,6.58
8404134,4.243,17025,11755,-68.95,6.58
8405467,4.245,17028,11757,-68.95,6.58
8406393,4.242,17030,11758,-68.95,6.58
8408270,4.244,17034,11761,-68.95,6.58
8409066,4.245,17035,11762,-68.95,6.58
8410078,4.243,17037,11763,-68.95,6.58
8411381,4.244,17039,11765,-68.95,6.58
8412212,4.244,17040,11766,-68.95,6.58
8413303,4.243,17042,11767,-68.95,6.58
8414226,4.245,17044,11768,-68.95,6.58
8415862,4.244,17048,11770,-68.95,6.58
8416672,4.242,17049,11771,-68.95,6.58
8419114,4.244,17054,11775,-68.95,6.58
8419891,4.243,17055,11776,-68.95,6.58
8421149,4.245,17057,11778,-68.95,6.58
8421934,4.242,17058,11779,-68.95,6.58
8423140,4.243,17061,11781,-68.95,6.58
8423994,4.241,17063,11782,-68.95,6.58
8425058,4.242,17066,11783,-68.95,6.58
8425877,4.243,17068,11784,-68.6,8.25
8426971,4.244,17071,11785,-68.6,8.25
8427888,4.241,17073,11786,-68.6,8.25
8428815,4.244,17075,11787,-68.6,8.25
8430033,4.241,17078,11789,-68.6,8.25
8431474,4.243,17081,11791,-68.6,8.25
8432707,4.243,17083,11793,-68.6,8.25
8433416,4.243,17084,11794,-68.6,8.25
8434525,4.242,17087,11795,-68.95,6.58
8435432,4.243,17089,11796,-68.95,6.58
8436818,4.243,17092,11798,-68.95,6.58
8438772,4.243,17096,11801,-68.95,6.58
8440030,4.243,17098,11803,-68.95,6.58
8440912,4.243,17099,11804,-68.95,6.58
8441864,4.241,17101,11805,-69.3,4.64
8443535,4.243,17105,11807,-68.95,6.58
8443742,4.243,17105,11807,-68.95,6.58
8445336,4.243,17110,11809,-68.95,6.58
8446338,4.241,17112,11810,-68.95,6.58
8447379,4.242,17114,11811,-68.95,6.58
8448305,4.244,17116,11812,-68.6,8.25
8449565,4.241,17118,11814,-68.6,8.25
8450384,4.244,17119,11815,-68.6,8.25
8451534,4.243,17122,11816,-68.6,8.25
8452356,4.241,17123,11817,-68.6,8.25
8453805,4.242,17126,11819,-68.6,8.25
8455524,4.243,17129,11822,-68.6,8.25
8456317,4.243,17130,11823,-68.6,8.25
8457678,4.243,17134,11824,-68.6,8.25
8458526,4.241,17135,11825,-68.6,8.25
8459361,4.244,17137,11826,-68.6,8.25
8460630,4.243,17140,11828,-68.6,8.25
8463578,4.241,17145,11833,-68.25,9.67
8464371,4.242,17146,11834,-68.25,9.67
8467039,4.243,17152,11838,-68.25,9.67
8468439,4.242,17155,11840,-68.25,9.67
8469730,4.243,17158,11842,-68.25,9.67
8470502,4.241,17159,11843,-68.25,9.67
8472140,4.243,17162,11846,-68.25,9.67
8473179,4.241,17164,11847,-68.25,9.67
8473988,4.242,17165,11848,-68.25,9.67
8476497,4.241,17170,11852,-68.6,8.25
8477390,4.243,17171,11853,-68.6,8.25
8478882,4.241,17175,11855,-68.6,8.25
8479619,4.242,17176,11856,-68.6,8.25
8480576,4.241,17178,11857,-68.6,8.25
8481086,4.241,17178,11857,-68.8,9.64
8482658,4.241,17185,11859,-68.45,11.21
8483528,4.242,17187,11860,-68.1,12.52
8484703,4.241,17189,11862,-68.1,12.52
8485697,4.241,17192,11863,-68.1,12.52
8486662,4.243,17195,11864,-68.1,12.52
8488033,4.243,17198,11866,-68.1,12.52
8488722,4.242,17199,11867,-68.1,12.52
8489968,4.243,17203,11868,-68.1,12.52
8490910,4.242,17205,11869,-68.1,12.52
8492807,4.242,17209,11872,-68.45,11.21
8493869,4.241,17211,11873,-68.45,11.21
8495317,4.241,17214,11875,-68.45,11.21
8496111,4.241,17215,11876,-68.45,11.21
8497091,4.241,17217,11877,-68.8,9.64
8498133,4.242,17220,11878,-68.85,9.82
8499608,4.243,17223,11880,-68.5,11.42
8500751,4.24,17226,11881,-68.5,11.42
8501570,4.241,17227,11882,-68.5,11.42
8502580,4.242,17229,11883,-68.85,9.82
8503489,4.241,17231,11884,-68.85,9.82
8504980,4.241,17234,11886,-68.85,9.82
8505833,4.24,17235,11887,-68.85,9.82
8506811,4.238,17237,11888,-68.85,9.82
8507781,4.24,17239,11889,-68.85,9.82
8509191,4.242,17243,11890,-68.85,9.82
8510519,4.241,17245,11892,-68.85,9.82
8511366,4.242,17246,11893,-68.85,9.82
8512275,4.24,17248,11894,-68.85,9.82
8513279,4.239,17250,11895,-68.85,9.82
8514420,4.242,17253,11896,-68.85,9.82
8515534,4.241,17256,11897,-68.65,8.45
8516649,4.241,17258,11899,-68.65,8.45
8517429,4.24,17259,11900,-68.65,8.45
8518468,4.238,17261,11901,-69,6.74
8519488,4.24,17263,11902,-69.35,4.77
8520573,4.243,17266,11903,-69.35,4.77
8522238,4.24,17269,11906,-69.35,4.77
8523218,4.241,17271,11907,-69.35,4.77
8524533,4.241,17273,11909,-69.35,4.77
8525411,4.239,17275,11910,-69.35,4.77
8526482,4.242,17277,11911,-69.55,5.84
8527325,4.241,17278,11912,-69.55,5.84
8528811,4.242,17281,11914,-69.55,5.84
8530346,4.239,17285,11916,-69.55,5.84
8531230,4.242,17286,11917,-69.55,5.84
8532204,4.24,17288,11918,-69.2,7.96
8533122,4.24,17290,11919,-69.2,7.96
8534248,4.241,17293,11920,-69.2,7.96
8535114,4.242,17295,11921,-69.15,7.82
8536387,4.24,17297,11923,-69.15,7.82
8537428,4.241,17299,11925,-69.15,7.82
8538127,4.241,17300,11926,-69.15,7.82
8540329,4.241,17304,11930,-69.15,7.82
8541068,4.24,17305,11931,-69.15,7.82
8541964,4.242,17307,11932,-69.5,5.74
8543018,4.241,17309,11934,-69.5,5.74
8544334,4.24,17312,11936,-69.5,5.74
8545874,4.241,17315,11938,-69.5,5.74
8547231,4.241,17318,11940,-69.5,5.74
8548197,4.239,17320,11941,-69.5,5.74
8549024,4.241,17321,11942,-69.5,5.74
8550755,4.24,17324,11945,-69.5,5.74
8550965,4.24,17324,11945,-69.5,5.74
8552532,4.24,17329,11947,-69.5,5.74
8553921,4.24,17332,11949,-69.5,5.74
8554705,4.241,17333,11950,-69.5,5.74
8556125,4.24,17336,11952,-69.5,5.74
8556974,4.241,17337,11953,-69.15,7.82
8557868,4.24,17339,11954,-69.15,7.82
8558979,4.241,17342,11955,-69.15,7.82
8559916,4.241,17344,11956,-69.5,5.74
8561370,4.241,17347,11958,-69.15,7.82
8562711,4.24,17350,11960,-69.15,7.82
8563945,4.241,17352,11962,-69.15,7.82
8564823,4.238,17353,11963,-69.15,7.82
8565837,4.24,17355,11964,-69.15,7.82
8566795,4.241,17357,11965,-69.15,7.82
8567926,4.241,17359,11967,-69.15,7.82
8569252,4.241,17361,11969,-69.15,7.82
8570575,4.241,17364,11971,-69.15,7.82
8571799,4.24,17366,11973,-69.15,7.82
8572613,4.241,17367,11974,-69.15,7.82
8573029,4.241,17367,11974,-69.15,7.82
8575301,4.24,17373,11978,-68.8,9.64
8576053,4.24,17374,11979,-68.8,9.64
8577493,4.24,17377,11981,-68.8,9.64
8578299,4.24,17378,11982,-68.8,9.64
8579304,4.238,17380,11983,-68.8,9.64
8582639,4.24,17387,11988,-68.6,8.25
8583454,4.241,17388,11989,-68.6,8.25
8584631,4.24,17390,11991,-68.6,8.25
8585799,4.24,17392,11993,-68.6,8.25
8587289,4.24,17395,11995,-68.6,8.25
8588718,4.238,17398,11997,-68.6,8.25
8589957,4.24,17400,11999,-68.6,8.25
8590751,4.238,17401,12000,-68.6,8.25
8592044,4.24,17404,12002,-68.3,9.17
8592827,4.24,17405,12003,-68.3,9.17
8594068,4.239,17408,12005,-68.65,7.71
8595032,4.24,17410,12006,-68.65,7.71
8595859,4.24,17412,12007,-68.65,7.71
8598921,4.24,17415,12008,-68.3,9.17
8599611,4.238,17423,12011,-67.95,10.37
8601082,4.238,17426,12013,-67.95,10.37
8603962,4.24,17434,12017,-67.95,10.37
8604675,4.241,17435,12018,-67.95,10.37
8605737,4.238,17438,12019,-67.95,10.37
8606875,4.24,17441,12020,-67.95,10.37
8607713,4.238,17443,12021,-67.95,10.37
8611167,4.24,17449,12027,-67.95,10.37
8612680,4.239,17452,12029,-67.95,10.37
8613455,4.24,17453,12030,-67.95,10.37
8614665,4.236,17456,12031,-67.95,10.37
8615825,4.24,17458,12033,-67.95,10.37
8617155,4.239,17460,12035,-67.95,10.37
8617935,4.239,17461,12036,-67.95,10.37
8619182,4.24,17464,12037,-68.3,9.17
8620607,4.238,17467,12039,-68.3,9.17
8621399,4.239,17468,12040,-68.3,9.17
8622654,4.239,17471,12041,-68.3,9.17
8623956,4.239,17473,12043,-68.3,9.17
8625380,4.238,17476,12045,-68.3,9.17
8626214,4.239,17477,12046,-68.3,9.17
8627168,4.237,17479,12047,-68.3,9.17
8628412,4.238,17482,12048,-68.3,9.17
8629657,4.24,17484,12050,-68.3,9.17
8630420,4.239,17485,12051,-68.3,9.17
8631502,4.24,17488,12052,-68.65,7.71
8632797,4.238,17490,12054,-68.3,9.17
8633650,4.239,17491,12055,-68.3,9.17
8635087,4.238,17494,12057,-68.3,9.17
8636267,4.238,17496,12059,-68.3,9.17
8637526,4.238,17498,12061,-68.3,9.17
8638389,4.238,17499,12062,-68.3,9.17
8639322,4.238,17501,12063,-68.3,9.17
8640933,4.238,17505,12065,-67.95,10.37
8641777,4.24,17506,12066,-67.95,10.37
8642732,4.239,17508,12067,-68.3,9.17
8643793,4.236,17510,12068,-68.3,9.17
8645498,4.24,17514,12070,-68.3,9.17
8646227,4.239,17515,12071,-68.3,9.17
8647291,4.239,17517,12072,-68.3,9.17
8648291,4.24,17519,12073,-68.6,8.25
8649332,4.237,17521,12074,-68.6,8.25
8650200,4.238,17523,12075,-68.95,6.58
8651433,4.24,17526,12076,-69.3,4.64
8652348,4.238,17528,12077,-69.3,4.64
8653141,4.238,17530,12078,-69.3,4.64
8655100,4.236,17535,12081,-68.95,6.58
8656005,4.237,17537,12082,-68.95,6.58
8658428,4.239,17542,12086,-68.95,6.58
8659132,4.238,17543,12087,-68.95,6.58
8660312,4.239,17546,12088,-68.95,6.58
8661712,4.239,17546,12088,-68.95,6.58
8662413,4.239,17551,12091,-68.95,6.58
8664085,4.238,17554,12094,-68.95,6.58
8664845,4.237,17555,12095,-68.95,6.58
8666371,4.237,17558,12097,-68.95,6.58
8667190,4.239,17559,12098,-68.95,6.58
8668316,4.238,17561,12100,-68.95,6.58
8669613,4.236,17564,12102,-68.95,6.58
8670872,4.238,17566,12104,-68.95,6.58
8671705,4.237,17567,12105,-68.95,6.58
8673392,4.238,17570,12108,-68.95,6.58
8674213,4.238,17571,12109,-68.95,6.58
8675055,4.236,17573,12110,-69,6.74
8676188,4.238,17576,12111,-69,6.74
8677356,4.238,17579,12112,-69,6.74
8679613,4.237,17583,12116,-69,6.74
8680520,4.238,17584,12117,-69,6.74
8681446,4.236,17586,12118,-69,6.74
8682377,4.239,17588,12119,-69,6.74
8683715,4.237,17591,12121,-69.35,4.77
8684963,4.238,17593,12123,-69.35,4.77
8685966,4.237,17595,12124,-69.35,4.77
8686773,4.238,17596,12125,-69.35,4.77
8687845,4.238,17599,12126,-69.35,4.77
8688820,4.235,17601,12127,-69.7,2.54
8689692,4.238,17603,12128,-69.7,2.54
8690816,4.236,17606,12129,-69.7,2.54
8692295,4.238,17609,12131,-69.7,2.54
8693088,4.236,17610,12132,-69.7,2.54
8694125,4.237,17612,12133,-69.7,2.54
8695573,4.238,17615,12135,-69.7,2.54
8696417,4.238,17616,12136,-69.7,2.54
8697791,4.238,17619,12138,-69.7,2.54
8698639,4.238,17620,12139,-69.7,2.54
8699548,4.237,17622,12140,-69.7,2.54
8700908,4.237,17625,12142,-69.7,2.54
8702572,4.238,17629,12144,-69.7,2.54
8704190,4.237,17633,12146,-69.7,2.54
8705057,4.237,17634,12147,-69.7,2.54
8705949,4.236,17636,12148,-69.7,2.54
8707007,4.238,17639,12149,-70.05,0.05
8707989,4.238,17641,12150,-70.05,0.05
8708925,4.238,17643,12151,-70.05,0.05
8710168,4.237,17646,12153,-70.05,0.05
8711063,4.236,17648,12154,-70.05,0.05
8712315,4.238,17651,12156,-70,0
8712987,4.238,17652,12157,-70,0
8715019,4.237,17658,12160,-69.65,2.45
8719362,4.235,17666,12168,-69.65,2.45
8720996,4.238,17669,12171,-69.65,2.45
8721818,4.237,17670,12172,-69.65,2.45
8722944,4.238,17673,12173,-69.65,2.45
8723755,4.237,17674,12174,-69.65,2.45
8724812,4.238,17677,12175,-69.65,2.45
8726143,4.236,17680,12177,-69.65,2.45
8727321,4.235,17682,12179,-69.65,2.45
8728688,4.238,17685,12181,-69.65,2.45
8729464,4.236,17686,12182,-69.65,2.45
8730458,4.235,17688,12183,-69.65,2.45
8732608,4.237,17693,12186,-69.65,2.45
8733771,4.238,17696,12187,-69.65,2.45
8735112,4.237,17699,12189,-69.65,2.45
8736200,4.237,17701,12190,-69.65,2.45
8737037,4.237,17702,12191,-69.65,2.45
8738211,4.237,17705,12192,-69.65,2.45
8739043,4.235,17706,12193,-69.3,4.64
8740219,4.237,17709,12194,-69.3,4.64
8741600,4.237,17712,12196,-69.3,4.64
8742656,4.235,17714,12197,-69.3,4.64
8743471,4.235,17715,12198,-69.3,4.64
8744800,4.237,17718,12200,-69.3,4.64
8745577,4.236,17719,12201,-69.3,4.64
8747118,4.236,17722,12204,-69.3,4.64
8748388,4.236,17725,12205,-69.3,4.64
8749628,4.235,17727,12207,-69.3,4.64
8750560,4.235,17729,12208,-69.3,4.64
8751868,4.236,17731,12210,-69.3,4.64
8752700,4.236,17732,12211,-69.3,4.64
8753627,4.235,17734,12212,-69.3,4.64
8756216,4.236,17739,12216,-69.3,4.64
8757068,4.235,17740,12217,-69.3,4.64
8757997,4.234,17742,12218,-69.3,4.64
8759105,4.237,17745,12219,-69.3,4.64
8762730,4.236,17752,12225,-69.3,4.64
8763496,4.236,17753,12226,-69.3,4.64
8765197,4.236,17756,12229,-69.3,4.64
8765952,4.235,17757,12230,-69.3,4.64
8769085,4.236,17765,12235,-69.3,4.64
8770184,4.235,17767,12237,-69.3,4.64
8771282,4.235,17769,12239,-69.3,4.64
8772454,4.236,17771,12241,-69.3,4.64
8773806,4.235,17774,12243,-69.3,4.64
8774997,4.235,17776,12245,-69.3,4.64
8776153,4.235,17778,12247,-69.3,4.64
8776904,4.235,17779,12248,-69.3,4.64
8778888,4.235,17783,12251,-69.3,4.64
8780822,4.235,17787,12255,-69.3,4.64
8781673,4.236,17788,12256,-69.3,4.64
8782604,4.235,17790,12257,-69.3,4.64
8783803,4.235,17793,12258,-69.3,4.64
8785320,4.236,17796,12260,-69.3,4.64
8786699,4.234,17799,12262,-69.3,4.64
8787464,4.234,17800,12263,-69.3,4.64
8788561,4.236,17803,12264,-69.5,5.74
8789463,4.235,17805,12265,-69.15,7.82
8790834,4.236,17808,12267,-69.5,5.74
8791677,4.234,17809,12268,-69.5,5.74
8792602,4.233,17811,12269,-69.5,5.74
8793933,4.235,17813,12271,-69.5,5.74
8795400,4.235,17816,12273,-69.5,5.74
8796304,4.234,17817,12274,-69.5,5.74
8797409,4.235,17820,12275,-69.5,5.74
8798684,4.234,17822,12277,-69.5,5.74
8799518,4.235,17823,12278,-69.5,5.74
8801149,4.236,17827,12280,-69.5,5.74
