time_ms,batt_V,advCount,connEvents,rssi_mean,rssi_var
6621135,4.298,13358,9433,-68.05,12.79
6621890,4.297,13359,9434,-68.05,12.79
6622971,4.3,13362,9435,-68.6,14.15
6624793,4.3,13366,9438,-68.55,13.94
6625472,4.297,13367,9439,-68.55,13.94
6626736,4.299,13370,9441,-69.1,15.88
6627790,4.299,13373,9442,-69.1,15.88
6628597,4.299,13374,9443,-69.1,15.88
6629583,4.299,13376,9445,-69.1,15.88
6630782,4.299,13379,9447,-69.5,14.79
6631926,4.299,13381,9449,-69.5,14.79
6632132,4.299,13381,9449,-69.5,14.79
6634527,4.298,13386,9453,-69.5,14.79
6634729,4.298,13386,9453,-69.5,14.79
6637021,4.299,13393,9456,-69.35,13.5
6637216,4.299,13393,9456,-69.35,13.5
6638742,4.298,13397,9458,-69.05,13.63
6639758,4.298,13399,9459,-69.2,14.69
6641100,4.298,13402,9461,-69.2,14.69
6641844,4.297,13403,9462,-69.2,14.69
6643243,4.297,13406,9464,-69.45,14.26
6643438,4.297,13406,9464,-69.45,14.26
6645345,4.298,13411,9467,-69.1,17.04
6646963,4.298,13414,9470,-69.1,17.04
6647160,4.298,13414,9470,-69.1,17.04
6648727,4.296,13419,9472,-69,17.68
6650087,4.298,13422,9474,-69,17.68
6650841,4.297,13423,9475,-69,17.68
6652548,4.297,13427,9477,-69.3,16.96
6653369,4.298,13428,9478,-69.3,16.96
6654240,4.296,13430,9479,-69.35,17.19
6655915,4.297,13434,9481,-69.5,17.53
6656116,4.297,13434,9481,-69.5,17.53
6657782,4.298,13438,9484,-69.3,18.12
6659118,4.297,13441,9486,-69.65,16.66
6659306,4.297,13441,9486,-69.65,16.66
6660930,4.298,13446,9488,-69.5,17.63
6662000,4.296,13448,9489,-69.5,17.63
6662987,4.296,13450,9490,-69.5,17.63
6664415,4.298,13453,9492,-69.95,14.58
6664608,4.298,13453,9492,-69.95,14.58
6666232,4.298,13458,9494,-69.7,15.8
6667148,4.297,13460,9495,-69.6,15.31
6668218,4.298,13462,9496,-69.4,13.83
6671636,4.297,13469,9502,-69.5,14.16
6672438,4.296,13470,9503,-69.5,14.16
6673437,4.298,13472,9504,-68.85,13.71
6674592,4.298,13475,9505,-68.85,13.71
6676377,4.296,13479,9508,-68.85,13.71
6677072,4.296,13480,9509,-68.85,13.71
6678181,4.298,13483,9510,-69.25,13.67
6680457,4.298,13487,9514,-69.25,13.67
6681722,4.298,13490,9516,-69.25,13.67
6681926,4.298,13490,9516,-69.25,13.67
6683465,4.297,13496,9517,-68.9,14.09
6684801,4.297,13499,9519,-68.85,14.45
6685013,4.297,13499,9519,-68.85,14.45
6686504,4.298,13504,9521,-68.9,15.04
6687030,4.298,13504,9521,-68.65,15.19
6688965,4.296,13513,9522,-68.85,13.19
6689703,4.295,13514,9523,-68.85,13.19
6690735,4.297,13516,9524,-69.3,13.59
6691812,4.298,13519,9525,-69.45,14.58
6692727,4.296,13521,9526,-69.45,14.58
6694103,4.298,13524,9528,-69.6,15.83
6694313,4.298,13524,9528,-69.25,16.51
6696029,4.295,13529,9530,-69.25,16.51
6697033,4.295,13531,9531,-69.25,16.51
6698041,4.298,13533,9532,-69.25,16.51
6699036,4.296,13535,9533,-69.25,16.51
6700351,4.296,13537,9535,-69.25,16.51
6700557,4.296,13537,9535,-69.25,16.51
6702127,4.297,13543,9536,-68.95,17.21
6703892,4.296,13546,9539,-68.95,17.21
6704730,4.296,13547,9540,-68.95,17.21
6705649,4.295,13549,9541,-69.45,18.05
6706740,4.297,13552,9542,-69.25,18.2
6707671,4.296,13554,9543,-69.25,18.2
6708904,4.298,13557,9544,-69.25,18.2
6709674,4.296,13558,9545,-69.25,18.2
6710811,4.296,13561,9546,-69.45,19.73
6711930,4.296,13564,9547,-69.15,20.56
6713043,4.296,13566,9549,-69.15,20.56
6714647,4.296,13569,9552,-69.15,20.56
6714847,4.296,13569,9552,-69.15,20.56
6716405,4.296,13575,9553,-69.25,21.36
6718034,4.296,13578,9556,-69.25,21.36
6718228,4.296,13578,9556,-69.25,21.36
6719950,4.295,13583,9558,-69.4,19.83
6721081,4.295,13585,9560,-69.4,19.83
6721287,4.295,13585,9560,-69.4,19.83
6722852,4.296,13590,9562,-69.05,20.37
6724195,4.296,13593,9564,-68.7,19.91
6724392,4.296,13593,9564,-68.7,19.91
6726171,4.296,13597,9567,-68.75,19.57
6727042,4.296,13599,9568,-68.75,19.57
6727959,4.296,13601,9569,-68.75,19.57
6728964,4.296,13603,9570,-69.3,21.27
6731536,4.295,13608,9574,-69.3,21.27
6731740,4.295,13608,9574,-69.3,21.27
6733403,4.296,13615,9575,-68.8,20.27
6734328,4.295,13617,9576,-69.15,20.66
6735565,4.296,13621,9577,-69.1,21.04
6736266,4.295,13622,9578,-69.1,21.04
6737400,4.295,13625,9579,-69.15,21.61
6738332,4.294,13627,9580,-69.15,21.61
6739559,4.296,13630,9582,-69.15,21.61
6739762,4.296,13630,9582,-69.15,21.61
6741258,4.295,13634,9584,-69.05,20.58
6741774,4.295,13634,9584,-69.05,20.58
6743381,4.296,13641,9586,-69,20.95
6744517,4.296,13644,9587,-69,20.95
6745457,4.295,13646,9588,-69,20.95
6746393,4.296,13648,9589,-69,20.95
6747291,4.295,13650,9590,-69,20.95
6748270,4.295,13652,9591,-69,20.95
6749422,4.296,13655,9592,-68.5,19.63
6750368,4.296,13657,9593,-68.5,19.63
6750777,4.296,13657,9593,-68.8,20.48
6752827,4.295,13665,9595,-68.75,20.93
6753027,4.295,13665,9595,-68.75,20.93
6755662,4.296,13672,9599,-68.7,20.33
6755856,4.296,13672,9599,-68.7,20.33
6757625,4.295,13677,9601,-68.7,20.33
6759032,4.296,13679,9603,-68.7,20.33
6759232,4.296,13679,9603,-68.7,20.33
6760836,4.296,13684,9605,-68.8,21.64
6762180,4.296,13688,9606,-68.8,21.64
6763583,4.295,13690,9608,-68.8,21.64
6763788,4.295,13690,9608,-68.8,21.64
6765547,4.296,13697,9609,-68.75,21.99
6767232,4.295,13700,9612,-68.75,21.99
6768031,4.294,13701,9613,-68.75,21.99
6769427,4.295,13704,9615,-68.75,21.99
6770292,4.293,13705,9616,-68.75,21.99
6770826,4.293,13705,9616,-68.75,21.99
6774213,4.294,13714,9622,-68.7,22.43
6775425,4.295,13716,9624,-68.7,22.43
6776263,4.295,13717,9625,-68.7,22.43
6777166,4.295,13719,9626,-68.7,22.43
6778165,4.293,13721,9627,-68.7,22.43
6779604,4.295,13724,9629,-68.6,23.2
6780867,4.295,13726,9631,-68.6,23.2
6781068,4.295,13726,9631,-68.6,23.2
6782793,4.295,13730,9634,-68.55,23.52
6783875,4.295,13732,9636,-68.55,23.52
6784084,4.295,13732,9636,-68.55,23.52
6785450,4.295,13732,9636,-68,20.95
6786899,4.295,13741,9639,-67.95,21.31
6789135,4.295,13746,9643,-67.95,21.31
6789334,4.295,13746,9643,-67.95,21.31
6790790,4.295,13752,9644,-67.65,19.92
6791944,4.295,13754,9646,-67.65,19.92
6793586,4.295,13758,9648,-67.65,19.92
6794826,4.294,13760,9650,-67.65,19.92
6795638,4.295,13761,9651,-67.65,19.92
6796938,4.295,13761,9651,-68.1,21.46
6797752,4.295,13766,9654,-67.55,19.52
6798817,4.295,13769,9655,-67.55,19.52
6800370,4.295,13773,9657,-67.55,19.52
6800573,4.295,13773,9657,-67.05,17.73
6802061,4.295,13779,9658,-66.6,16.15
6803693,4.293,13783,9660,-66.55,16.37
6804462,4.295,13784,9661,-66.55,16.37
6805793,4.293,13787,9663,-66.55,16.37
6805991,4.293,13787,9663,-66.55,16.37
6808635,4.295,13794,9667,-66.5,16.58
6810018,4.294,13797,9669,-66.5,16.58
6810881,4.293,13798,9670,-66.5,16.58
6812050,4.293,13800,9672,-66.5,16.58
6812245,4.293,13800,9672,-66.5,16.58
6815000,4.293,13807,9676,-66.45,16.79
6815200,4.293,13807,9676,-66.45,16.79
6817093,4.293,13807,9676,-66.45,16.79
6817313,4.293,13807,9676,-66.05,14.47
6818492,4.293,13807,9676,-66.05,14.47
6820514,4.294,13822,9683,-65.6,10.99
6821772,4.293,13824,9685,-65.6,10.99
6822580,4.294,13825,9686,-65.6,10.99
6823738,4.294,13828,9687,-66.15,16.34
6825216,4.293,13831,9689,-66.15,16.34
6826961,4.293,13834,9692,-66.15,16.34
6827156,4.293,13834,9692,-66.15,16.34
6828338,4.293,13834,9692,-65.55,11.1
6829911,4.293,13842,9696,-65.5,11.21
6830737,4.293,13843,9697,-65.5,11.21
6832291,4.294,13846,9700,-65.5,11.21
6834033,4.294,13849,9703,-65.5,11.21
6834233,4.294,13849,9703,-65.5,11.21
6838052,4.293,13851,9705,-65.5,11.21
6839352,4.293,13851,9705,-65.5,11.21
6840131,4.293,13856,9708,-65.5,11.21
6841105,4.293,13859,9709,-65.6,11.09
6841958,4.291,13861,9710,-65.7,10.96
6843049,4.294,13864,9711,-66.35,18.45
6844120,4.293,13867,9712,-67.05,26.26
6847425,4.293,13873,9718,-67.05,26.26
6848176,4.292,13874,9719,-67.05,26.26
6849489,4.293,13877,9721,-67.65,29.61
6850309,4.293,13878,9722,-67.65,29.61
6851607,4.293,13880,9724,-67.65,29.61
6851803,4.293,13880,9724,-67.65,29.61
6854298,4.293,13887,9727,-67.65,29.61
6855064,4.292,13888,9728,-67.65,29.61
6856228,4.292,13888,9728,-67.6,28.99
6857042,4.293,13894,9730,-67.65,28.66
6858622,4.292,13897,9732,-67.7,28.33
6859897,4.291,13899,9734,-67.7,28.33
6861812,4.292,13903,9737,-67.7,28.33
6862008,4.292,13903,9737,-67.7,28.33
6864427,4.292,13909,9740,-67.65,28.77
6864627,4.292,13909,9740,-67.65,28.77
6866309,4.292,13914,9742,-67.65,28.77
6867771,4.293,13917,9744,-68.15,29.92
6868683,4.293,13919,9745,-68.15,29.92
6869740,4.293,13921,9746,-68.15,29.92
6870526,4.293,13922,9747,-68.15,29.92
6871634,4.292,13925,9748,-68.65,30.56
6875671,4.293,13933,9755,-68.65,30.56
6875866,4.293,13933,9755,-68.65,30.56
6877728,4.292,13939,9757,-68.6,30.99
6877931,4.292,13939,9757,-68.6,30.99
6879312,4.292,13939,9757,-68.6,30.99
6880537,4.292,13949,9759,-68.7,30.22
6880940,4.292,13949,9759,-68.7,30.22
6882659,4.292,13955,9761,-68.7,30.22
6884292,4.291,13958,9764,-68.7,30.22
6885187,4.293,13960,9765,-68.7,30.22
6886087,4.29,13962,9766,-68.7,30.22
6887120,4.291,13964,9767,-68.15,27.82
6888423,4.292,13967,9769,-68.6,27.94
6889571,4.293,13970,9770,-68.6,27.94
6891068,4.292,13974,9772,-68.6,27.94
6892264,4.291,13976,9774,-68.6,27.94
6893075,4.291,13977,9775,-68.6,27.94
6894038,4.293,13979,9776,-68.6,27.94
6895883,4.292,13983,9779,-69.1,28.09
6896082,4.292,13983,9779,-69.1,28.09
6897449,4.292,13983,9779,-69.55,29.21
6899114,4.292,13994,9782,-69.45,30.16
6899829,4.292,13995,9783,-69.45,30.16
6901324,4.292,13999,9785,-69.2,26.91
6902697,4.291,14002,9787,-69.2,26.91
6903414,4.291,14003,9788,-69.2,26.91
6904531,4.292,14006,9789,-69.2,26.91
6905716,4.291,14008,9791,-69.2,26.91
6906488,4.292,14009,9792,-69.2,26.91
6907617,4.292,14012,9793,-68.85,22.13
6908574,4.291,14014,9794,-68.65,19.92
6910010,4.29,14017,9796,-68.65,19.92
6910789,4.29,14018,9797,-68.65,19.92
6911983,4.291,14021,9798,-68.95,20.68
6912803,4.291,14022,9799,-68.95,20.68
6913975,4.291,14024,9801,-68.95,20.68
6915265,4.291,14026,9803,-68.95,20.68
6915476,4.291,14026,9803,-68.95,20.68
6917284,4.292,14031,9805,-68.9,20.31
6918195,4.289,14033,9806,-68.9,20.31
6920122,4.292,14037,9809,-68.9,20.31
6920992,4.291,14038,9810,-68.9,20.31
6922111,4.292,14040,9811,-68.9,20.31
6923085,4.29,14042,9812,-68.9,20.31
6924598,4.29,14045,9814,-68.9,20.31
6926074,4.289,14048,9816,-68.9,20.31
6926908,4.291,14049,9817,-68.9,20.31
6928262,4.291,14052,9819,-69.25,19.88
6929046,4.289,14053,9820,-69.25,19.88
6929976,4.291,14055,9821,-69.55,19
6930974,4.291,14057,9822,-69.95,16.68
6932348,4.291,14060,9824,-70.25,14.72
6933125,4.29,14061,9825,-70.25,14.72
6934146,4.289,14063,9826,-70.1,13.99
6935162,4.291,14065,9827,-70,13.37
6936353,4.291,14068,9828,-70.45,11.73
6936548,4.291,14068,9828,-70.45,11.73
6938555,4.291,14072,9831,-70.35,13.08
6939369,4.291,14073,9832,-70.35,13.08
6940431,4.291,14075,9833,-70.35,13.08
6942429,4.291,14079,9836,-70.7,12.33
6943731,4.29,14081,9838,-70.7,12.33
6944527,4.29,14082,9839,-70.7,12.33
6945658,4.291,14084,9841,-70.7,12.33
6946872,4.29,14086,9843,-70.7,12.33
6948062,4.29,14088,9845,-70.7,12.33
6948792,4.289,14089,9846,-70.7,12.33
6950064,4.291,14092,9848,-70.6,13.73
6950756,4.291,14093,9849,-70.6,13.73
6952705,4.289,14097,9852,-70.9,11.99
6953505,4.29,14099,9853,-70.9,11.99
6956152,4.289,14105,9857,-70.45,14.05
6957165,4.291,14107,9859,-70.45,14.05
6957951,4.289,14108,9860,-70.45,14.05
6958802,4.289,14108,9860,-70.35,13.5
6960067,4.289,14114,9863,-69.7,15.59
6961192,4.289,14117,9864,-70,13.79
6961995,4.29,14118,9865,-70,13.79
6963067,4.29,14121,9866,-69.95,13.52
6964361,4.29,14123,9868,-69.5,15.63
6965178,4.289,14124,9869,-69.5,15.63
6967123,4.289,14129,9872,-69.55,15.94
6968921,4.289,14132,9875,-69.55,15.94
6970039,4.291,14134,9877,-69.55,15.94
6970845,4.289,14135,9878,-69.55,15.94
6971851,4.288,14137,9879,-69.55,15.94
6973343,4.289,14140,9881,-69.6,16.25
6974147,4.288,14141,9882,-69.6,16.25
6975171,4.288,14143,9883,-69.6,16.25
6976567,4.29,14146,9885,-69.65,16.56
6977376,4.29,14147,9886,-69.65,16.56
6978717,4.29,14150,9888,-69.75,17.04
6979549,4.29,14151,9889,-69.75,17.04
6980879,4.289,14153,9891,-69.75,17.04
6981675,4.29,14154,9892,-69.75,17.04
6982689,4.289,14156,9893,-69.8,17.22
6984584,4.29,14160,9896,-69.95,17.73
6985665,4.289,14163,9897,-69.95,17.73
6986961,4.289,14163,9897,-69.95,17.73
6987176,4.289,14163,9897,-69.95,17.73
6988898,4.289,14172,9901,-69.55,20.05
6989891,4.288,14174,9902,-69.55,20.05
6990806,4.289,14176,9903,-69.55,20.05
6991776,4.288,14178,9904,-69.55,20.05
6992904,4.289,14181,9905,-69.35,19.82
6993099,4.289,14181,9905,-69.35,19.82
6994820,4.289,14186,9907,-68.85,20.98
6995977,4.29,14188,9909,-68.85,20.98
6996973,4.288,14190,9910,-68.85,20.98
6997961,4.289,14192,9911,-68.85,20.98
6998928,4.288,14194,9912,-68.85,20.98
6999709,4.289,14195,9913,-68.85,20.98
7001263,4.289,14198,9915,-69.2,19.12
7002035,4.289,14199,9916,-69.2,19.12
7002925,4.289,14201,9917,-68.7,20.12
7004120,4.289,14204,9918,-69.05,18.37
7004906,4.289,14206,9919,-69.05,18.37
7005934,4.289,14209,9920,-69.35,16.98
7007020,4.289,14212,9921,-69.3,16.75
7007929,4.289,14214,9922,-69.9,14.73
7009001,4.289,14216,9924,-69.9,14.73
7011558,4.289,14221,9928,-69.9,14.73
7012224,4.288,14222,9929,-69.9,14.73
7013523,4.289,14225,9931,-69.95,14.79
7014224,4.288,14226,9932,-69.95,14.79
7015473,4.289,14229,9934,-69.95,14.79
7016321,4.289,14231,9935,-69.9,14.62
7017301,4.287,14233,9936,-70.25,11.99
7018300,4.289,14235,9937,-70.25,11.99
7019291,4.289,14237,9938,-70.1,11.57
7020269,4.288,14239,9939,-69.95,11.1
7021483,4.289,14241,9941,-69.95,11.1
7022734,4.289,14243,9943,-69.95,11.1
7023537,4.288,14244,9944,-69.95,11.1
7024524,4.289,14246,9945,-69.8,10.59
7026476,4.289,14251,9947,-69.65,10.03
7029333,4.289,14256,9952,-69.65,10.03
7030150,4.288,14257,9953,-69.65,10.03
7031270,4.289,14260,9954,-69.5,9.42
7032136,4.288,14261,9955,-69.5,9.42
7033182,4.288,14263,9956,-69.45,9.21
7034147,4.288,14265,9957,-69.3,8.54
7034559,4.288,14265,9957,-69.7,6.43
7036116,4.289,14272,9958,-69.45,8.58
7037272,4.289,14275,9959,-69.8,6.27
7038092,4.289,14276,9960,-69.8,6.27
7039156,4.288,14278,9961,-69.85,6.34
7040127,4.287,14280,9962,-70.2,3.75
7041186,4.288,14283,9963,-70.4,4.46
7042107,4.288,14285,9964,-70.35,4.45
7043200,4.288,14288,9965,-70.4,4.46
7044090,4.288,14290,9966,-70.4,4.46
7045139,4.288,14292,9967,-70.35,4.45
7046209,4.286,14294,9968,-69.8,6.27
7047197,4.288,14296,9969,-69.8,6.27
7049160,4.288,14300,9972,-69.75,6.2
7050029,4.288,14301,9973,-69.75,6.2
7051383,4.288,14304,9975,-69.75,6.2
7052160,4.288,14305,9976,-69.75,6.2
7053439,4.288,14308,9977,-69.75,6.2
7054670,4.287,14310,9979,-69.75,6.2
7055507,4.287,14311,9980,-69.75,6.2
7056603,4.287,14313,9981,-69.75,6.2
7057871,4.287,14315,9983,-69.75,6.2
7058682,4.286,14316,9984,-69.75,6.2
7059722,4.288,14318,9985,-69.75,6.2
7060620,4.288,14320,9986,-69.75,6.2
7061529,4.286,14322,9987,-69.8,6.27
7062614,4.288,14325,9988,-69.45,8.58
7064064,4.288,14329,9990,-69.4,8.46
7065651,4.288,14332,9993,-69.4,8.46
7066313,4.287,14333,9994,-69.4,8.46
7067450,4.287,14336,9995,-69.05,10.47
7067854,4.287,14336,9995,-69,10.32
7069296,4.288,14343,9996,-69,10.32
7070446,4.288,14346,9997,-69,10.32
7071664,4.286,14348,9999,-68.95,10.16
7072380,4.288,14349,10000,-68.95,10.16
7073609,4.287,14351,10002,-68.95,10.16
7074433,4.286,14352,10003,-68.95,10.16
7075513,4.287,14355,10004,-69,10.32
7076345,4.288,14357,10005,-68.85,9.19
7077439,4.288,14360,10006,-68.85,9.19
7078615,4.287,14363,10007,-68.8,9.01
7079390,4.286,14364,10008,-68.8,9.01
7080933,4.287,14367,10010,-68.85,9.19
7081741,4.286,14368,10011,-68.85,9.19
7082867,4.288,14371,10012,-68.85,9.19
7083640,4.286,14372,10013,-68.85,9.19
7085245,4.288,14375,10016,-68.85,9.19
7086185,4.287,14377,10017,-68.85,9.19
7087206,4.285,14379,10018,-68.85,9.19
7088177,4.288,14381,10019,-68.85,9.19
7090334,4.287,14385,10023,-68.85,9.19
7091212,4.287,14386,10024,-68.85,9.19
7092526,4.287,14388,10026,-68.45,10.58
7093315,4.286,14389,10027,-68.45,10.58
7094466,4.288,14391,10029,-68.45,10.58
7098171,4.287,14398,10035,-68.45,10.58
7098997,4.286,14399,10036,-68.45,10.58
7100095,4.287,14402,10037,-68.45,10.58
7101025,4.287,14403,10038,-68.45,10.58
7101920,4.288,14405,10039,-68.45,10.58
7103458,4.286,14408,10041,-68.1,11.88
7103659,4.286,14408,10041,-68.1,11.88
7105257,4.286,14414,10042,-68.3,13.48
7106311,4.286,14416,10043,-68.35,13.71
7108984,4.287,14421,10047,-68.3,13.48
7109925,4.286,14423,10048,-68.3,13.48
7110713,4.287,14424,10049,-68.3,13.48
7112028,4.286,14426,10051,-68.3,13.48
7113282,4.286,14428,10053,-68.3,13.48
7114101,4.287,14429,10054,-68.3,13.48
7115087,4.286,14431,10055,-68.65,12.03
7116226,4.286,14434,10056,-68.65,12.03
7116973,4.286,14435,10057,-68.65,12.03
7118409,4.286,14438,10059,-69,10.32
7119364,4.285,14440,10060,-69,10.32
7120068,4.286,14441,10061,-69,10.32
7121262,4.285,14444,10063,-69,10.32
7122094,4.286,14446,10064,-69.05,10.47
7123856,4.285,14450,10067,-69.4,8.46
7124900,4.286,14453,10068,-69.4,8.46
7125676,4.286,14454,10069,-69.4,8.46
7126856,4.286,14456,10071,-69.05,10.47
7127546,4.285,14457,10072,-69.05,10.47
7128591,4.287,14460,10073,-69.1,10.62
7129645,4.286,14463,10074,-69.3,12.22
7130920,4.287,14465,10076,-69.3,12.22
7131808,4.285,14467,10077,-69.3,12.22
7132933,4.286,14470,10078,-69.25,12.09
7134397,4.286,14473,10080,-69.25,12.09
7135401,4.286,14475,10081,-69.25,12.09
7136174,4.285,14476,10082,-69.25,12.09
7137420,4.286,14479,10083,-69.25,12.09
7138227,4.286,14480,10084,-69.25,12.09
7139757,4.285,14484,10086,-69.3,12.22
7140562,4.285,14485,10087,-69.3,12.22
7141610,4.286,14487,10088,-69.25,12.09
7143175,4.285,14491,10090,-69.6,9.94
7144237,4.286,14493,10091,-69.6,9.94
7145068,4.285,14494,10092,-69.6,9.94
7146056,4.286,14496,10093,-69.95,7.52
7147183,4.286,14498,10095,-69.95,7.52
7148485,4.285,14500,10097,-69.95,7.52
7149293,4.286,14501,10098,-69.95,7.52
7150409,4.286,14504,10099,-69.95,7.52
7151719,4.286,14506,10101,-69.95,7.52
7152132,4.286,14506,10101,-69.95,7.52
7153493,4.286,14511,10103,-69.6,9.94
7155694,4.285,14515,10107,-69.6,9.94
7156557,4.286,14517,10108,-69.6,9.94
7157485,4.285,14519,10109,-69.6,9.94
7158617,4.285,14522,10110,-69.95,7.52
7159497,4.285,14524,10111,-69.95,7.52
7160586,4.285,14526,10112,-69.4,8.88
7163695,4.285,14532,10117,-69.35,8.77
7164513,4.285,14533,10118,-69.35,8.77
7166516,4.285,14537,10121,-69.35,8.77
7167364,4.286,14538,10122,-69.35,8.77
7168825,4.285,14541,10124,-69.35,8.77
7169668,4.284,14542,10125,-69.35,8.77
7170712,4.286,14545,10126,-69.35,8.77
7172098,4.285,14548,10128,-69.35,8.77
7173635,4.285,14551,10131,-69.35,8.77
7174302,4.286,14552,10132,-69.35,8.77
7175352,4.285,14554,10134,-69.35,8.77
7177316,4.285,14559,10137,-69.35,8.77
7178208,4.283,14561,10138,-69.35,8.77
7179506,4.286,14564,10140,-68.95,10.58
7180184,4.285,14565,10141,-68.95,10.58
7181195,4.285,14568,10142,-69,10.74
7183282,4.285,14572,10146,-69,10.74
7183955,4.284,14573,10147,-69,10.74
7185237,4.285,14577,10148,-69.35,8.77
7186010,4.283,14578,10149,-69.35,8.77
7187005,4.286,14580,10150,-68.95,10.58
7188117,4.284,14583,10151,-68.75,8.83
7188997,4.284,14585,10152,-68.75,8.83
7190315,4.285,14588,10154,-68.8,9.01
7191144,4.285,14589,10155,-68.4,10.36
7192170,4.284,14591,10156,-68.45,10.58
7193236,4.285,14593,10158,-68.45,10.58
7194618,4.283,14596,10160,-68.45,10.58
7195630,4.285,14599,10161,-68.45,10.58
7197426,4.285,14602,10164,-68.45,10.58
7198718,4.284,14604,10166,-68.1,11.88
7199786,4.283,14606,10167,-68.1,11.88
7200620,4.284,14607,10168,-68.1,11.88
7201583,4.285,14609,10169,-68.1,11.88
7203737,4.285,14613,10172,-68.5,10.79
7204612,4.285,14614,10173,-68.5,10.79
7205732,4.285,14617,10174,-68.5,10.79
7206729,4.285,14619,10175,-68.5,10.79
7207771,4.285,14621,10176,-68.5,10.79
7208634,4.285,14623,10177,-68.5,10.79
7209514,4.285,14625,10178,-68.5,10.79
7210475,4.282,14627,10179,-68.55,11
7211744,4.283,14629,10181,-68.55,11
7212502,4.284,14630,10182,-68.55,11
7214494,4.283,14634,10186,-68.9,9.36
7215479,4.284,14636,10187,-68.9,9.36
7216415,4.285,14638,10188,-68.9,9.36
7217327,4.284,14640,10189,-68.9,9.36
7218282,4.283,14642,10190,-68.55,11
7219302,4.281,14644,10191,-68.55,11
7220304,4.283,14646,10192,-68.6,11.2
7221656,4.284,14649,10194,-68.6,11.2
7222491,4.283,14650,10195,-68.6,11.2
7223474,4.283,14652,10196,-68.6,11.2
7224507,4.283,14654,10197,-69,9.68
7225576,4.283,14657,10198,-69,9.68
7226481,4.284,14659,10199,-69.05,9.84
7227632,4.284,14661,10201,-69.05,9.84
7228753,4.283,14663,10203,-69.05,9.84
7229516,4.283,14664,10204,-69.05,9.84
7230684,4.285,14666,10206,-69.05,9.84
7231743,4.283,14668,10208,-69.05,9.84
7232483,4.284,14669,10209,-69.05,9.84
7233793,4.283,14672,10211,-69,9.68
7234458,4.284,14673,10212,-69,9.68
7235733,4.284,14676,10214,-69.05,9.84
7237315,4.284,14679,10217,-69.05,9.84
7238441,4.285,14681,10219,-69.05,9.84
7239851,4.284,14684,10221,-69.05,9.84
7240976,4.283,14686,10223,-69.05,9.84
7242085,4.284,14689,10224,-69.05,9.84
7243793,4.284,14692,10227,-69.05,9.84
7244605,4.284,14693,10228,-69.05,9.84
7245979,4.283,14696,10230,-69,9.68
7246779,4.283,14697,10231,-69,9.68
7247825,4.282,14699,10232,-69.4,7.83
7248686,4.284,14701,10233,-69.35,7.71
7249800,4.283,14704,10234,-69.35,7.71
7251281,4.283,14707,10236,-69.35,7.71
7251476,4.283,14707,10236,-69.35,7.71
7253065,4.283,14713,10237,-69.5,8.68
7255504,4.283,14718,10241,-69.5,8.68
7256345,4.283,14720,10242,-69.5,8.68
7257332,4.284,14722,10243,-69.7,9.69
7258892,4.283,14726,10245,-69.7,9.69
7259720,4.283,14727,10246,-69.7,9.69
7260851,4.283,14730,10247,-69.7,9.69
7262287,4.283,14733,10249,-69.7,9.69
7263066,4.283,14734,10250,-69.7,9.69
7264479,4.282,14737,10252,-70.05,7.21
7265700,4.283,14739,10254,-70.05,7.21
7266509,4.282,14740,10255,-70.05,7.21
7268055,4.282,14743,10257,-70.05,7.21
7268832,4.282,14744,10258,-70.05,7.21
7270235,4.282,14747,10260,-70,7.16
7271332,4.281,14749,10262,-70,7.16
7272595,4.283,14751,10264,-70,7.16
7273388,4.282,14752,10265,-70,7.16
7274710,4.282,14755,10266,-70,7.16
7275567,4.283,14756,10267,-70,7.16
7276429,4.283,14758,10268,-70,7.16
7277747,4.282,14760,10270,-70,7.16
7278590,4.283,14761,10271,-70,7.16
7280067,4.283,14764,10273,-70,7.16
7281323,4.283,14766,10275,-70,7.16
7284064,4.282,14771,10280,-70,7.16
7285821,4.281,14774,10283,-70,7.16
7286568,4.282,14775,10284,-70,7.16
7287499,4.283,14777,10285,-69.65,9.61
7288638,4.283,14780,10286,-69.6,9.52
7289621,4.282,14782,10287,-69.6,9.52
7290528,4.282,14784,10288,-69.55,9.42
7291744,4.282,14787,10290,-69.9,7.04
7292516,4.282,14789,10291,-69.9,7.04
7293524,4.283,14792,10292,-69.9,7.04
7294767,4.282,14795,10294,-69.85,6.98
7295469,4.281,14796,10295,-69.85,6.98
7296627,4.281,14798,10297,-69.85,6.98
7297946,4.282,14801,10299,-69.5,9.32
7299108,4.283,14803,10301,-69.5,9.32
7299916,4.283,14804,10302,-69.5,9.32
7300893,4.281,14806,10303,-69.45,9.21
7302558,4.282,14810,10305,-69.45,9.21
7303338,4.281,14811,10306,-69.45,9.21
7304796,4.281,14814,10308,-69.5,9.32
7305605,4.282,14815,10309,-69.5,9.32
7306693,4.282,14817,10311,-69.5,9.32
7308303,4.281,14820,10313,-69.9,7.04
7309441,4.283,14822,10315,-69.9,7.04
7310212,4.282,14823,10316,-69.9,7.04
7311373,4.281,14825,10318,-69.9,7.04
7312122,4.282,14826,10319,-69.9,7.04
7313289,4.282,14828,10321,-69.9,7.04
7314255,4.28,14830,10322,-69.9,7.04
7315410,4.283,14833,10323,-69.7,6.12
7316852,4.281,14836,10325,-69.7,6.12
7317697,4.281,14837,10326,-69.7,6.12
