time_ms,battery_voltage,rssi_dbm,ble_conn_attempts,prime,prime_calc_ms,cpu_cycles,latency_us,wifi_attack_hits
3449,4.0094,-36,0,0,0,0,0,1
4481,3.9941,-34,2,0,0,0,0,2
5502,3.9928,-35,1,0,0,0,0,3
6521,4.025,-37,1,0,0,0,0,4
7538,4.0481,-38,1,0,0,0,0,5
8560,4.0681,-42,2,0,0,0,0,6
9579,4.0684,-35,1,0,0,0,0,7
10612,4.0591,-36,1,0,0,36000,150,8
11633,4.0569,-38,2,0,0,36000,150,9
12655,4.0566,-38,2,0,0,36000,150,10
13679,4.0578,-41,1,0,0,36000,150,11
14697,4.0641,-38,1,0,0,36000,150,12
16684,4.0688,-38,3,0,38,36000,150,13
17705,4.0644,-36,2,0,38,36000,150,14
18724,4.0631,-34,1,0,38,36000,150,15
19743,4.0597,-35,1,0,38,36000,150,16
20777,4.0631,-36,2,0,38,30480,127,17
21800,4.0556,-36,2,0,38,30480,127,18
22823,4.0556,-37,1,0,38,30480,127,19
23844,4.0556,-34,2,0,38,30480,127,20
24863,4.0506,-36,1,0,38,30480,127,21
25882,4.0463,-39,2,0,38,30480,127,22
26903,4.0359,-36,1,0,38,30480,127,23
27922,4.0363,-37,2,0,38,30480,127,24
28946,4.0281,-35,2,0,38,30480,127,25
29978,4.0287,-35,1,0,38,30480,127,26
31742,4.0244,-37,3,0,38,27600,115,27
32761,4.0228,-34,1,0,38,27600,115,28
33791,4.03,-37,1,0,38,27600,115,29
34813,4.0178,-37,2,0,38,27600,115,30
35833,4.0178,-39,1,0,38,27600,115,31
36861,4.0203,-36,1,0,38,27600,115,32
37880,4.0188,-39,2,0,38,27600,115,33
38898,4.0238,-37,1,0,38,27600,115,34
39920,4.0175,-35,2,0,38,27600,115,35
40940,4.0191,-36,1,0,38,27600,115,36
41985,4.02,-35,1,0,38,39360,164,37
43004,4.0191,-35,2,0,38,39360,164,38
44023,4.02,-39,1,0,38,39360,164,39
45056,4.0188,-34,1,0,38,39360,164,40
46585,4.0281,-41,3,0,38,39360,164,41
47607,4.0159,-40,2,0,38,39360,164,42
48627,4.015,-35,1,0,38,39360,164,43
49646,4.0169,-38,1,0,38,39360,164,44
50667,4.0141,-36,2,0,38,39360,164,45
51687,4.0147,-39,2,0,38,39360,164,46
52792,4.0216,-35,2,0,38,16336320,68068,47
53813,4.0175,-38,1,0,38,16336320,68068,48
54836,4.0159,-39,2,0,38,16336320,68068,49
55856,4.0153,-36,2,0,38,16336320,68068,50
56875,4.0138,-38,1,0,38,16336320,68068,51
57911,4.0203,-36,2,0,38,16336320,68068,52
58931,4.0163,-36,1,0,38,16336320,68068,53
59965,4.0184,-36,1,0,38,16336320,68068,54
60988,4.0147,-37,2,0,38,16336320,68068,55
62673,4.0106,-39,3,0,38,16336320,68068,56
63850,4.015,-39,1,0,38,31672800,131970,57
64871,4.0131,-37,2,0,38,31672800,131970,58
65892,4.0103,-46,2,0,38,31672800,131970,59
66916,4.0138,-39,1,0,38,31672800,131970,60
67937,4.0053,-38,1,0,38,31672800,131970,61
68957,4.0034,-37,2,0,38,31672800,131970,62
69976,4.0075,-43,1,0,38,31672800,131970,63
70998,4.0025,-46,1,0,38,31672800,131970,64
72035,4.005,-40,2,0,38,31672800,131970,65
73057,4.0028,-38,2,0,38,31672800,131970,66
74225,4.0119,-39,1,0,38,32079600,133665,67
75247,4.0081,-38,1,0,38,32079600,133665,68
76269,4.0059,-37,2,0,38,32079600,133665,69
77911,4.0006,-40,2,0,38,32079600,133665,70
78931,3.9991,-43,1,0,38,32079600,133665,71
79951,3.9991,-39,2,0,38,32079600,133665,72
80970,4.0028,-40,1,0,38,32079600,133665,73
81990,4.0009,-43,2,0,38,32079600,133665,74
83022,4.0088,-36,1,0,38,32079600,133665,75
84043,4.0063,-46,2,0,38,32079600,133665,76
85209,3.9963,-39,1,0,38,31028160,129284,77
86229,3.9997,-41,2,0,38,31028160,129284,78
87247,3.9984,-42,2,0,38,31028160,129284,79
88266,3.9969,-40,1,0,38,31028160,129284,80
89285,3.9953,-38,2,0,38,31028160,129284,81
90304,4.0059,-43,2,0,38,31028160,129284,82
91325,3.9959,-43,1,0,38,31028160,129284,83
92865,3.9956,-39,3,0,38,31028160,129284,84
93886,3.9966,-41,1,0,38,31028160,129284,85
94908,3.9938,-37,1,0,38,31028160,129284,86
96074,3.9984,-39,2,0,38,31912320,132968,87
97093,3.9981,-43,1,0,38,31912320,132968,88
98111,3.9953,-41,2,0,38,31912320,132968,89
99130,3.9966,-43,2,0,38,31912320,132968,90
100148,3.9984,-38,1,0,38,31912320,132968,91
101170,3.9969,-39,1,0,38,31912320,132968,92
102195,4.0003,-43,1,0,38,31912320,132968,93
103221,4.0059,-43,2,0,38,31912320,132968,94
104239,4.0034,-40,2,0,38,31912320,132968,95
105258,4.0075,-43,1,0,38,31912320,132968,96
106426,3.9978,-37,2,0,38,32120160,133834,97
107896,3.9984,-43,2,0,38,32120160,133834,98
108918,4.0047,-37,2,0,38,32120160,133834,99
109942,3.9991,-38,2,0,38,32120160,133834,100
110965,3.9959,-36,1,0,38,32120160,133834,101
111989,3.9981,-38,2,0,38,32120160,133834,102
113009,4.0006,-37,2,0,38,32120160,133834,103
114032,4.0,-39,2,0,38,32120160,133834,104
115060,3.9959,-40,1,0,38,32120160,133834,105
116085,3.9981,-38,1,0,38,32120160,133834,106
117261,3.9991,-35,2,0,38,32065440,133606,107
118281,3.9984,-39,1,0,38,32065440,133606,108
119301,4.0041,-37,2,0,38,32065440,133606,109
120326,3.995,-37,2,0,38,32065440,133606,110
121346,3.9984,-37,2,0,38,32065440,133606,111
122365,3.9959,-37,1,0,38,32065440,133606,112
123897,3.9959,-40,2,0,38,32065440,133606,113
124917,3.9931,-37,2,0,38,32065440,133606,114
125938,3.9956,-39,2,0,38,32065440,133606,115
126959,4.0009,-40,1,0,38,32065440,133606,116
128125,4.0034,-37,2,0,38,31954800,133145,117
129145,3.9928,-39,2,0,38,31954800,133145,118
130164,3.9947,-41,1,0,38,31954800,133145,119
131186,3.9903,-35,1,0,38,31954800,133145,120
132207,3.9916,-37,2,0,38,31954800,133145,121
133225,3.9922,-35,2,0,38,31954800,133145,122
134244,3.9916,-34,1,0,38,31954800,133145,123
135264,3.9944,-40,2,0,38,31954800,133145,124
136284,3.995,-35,1,0,38,31954800,133145,125
137304,3.9903,-38,2,0,38,31954800,133145,126
138472,3.9913,-35,1,0,38,31376400,130735,127
140280,3.9963,-37,3,0,38,31376400,130735,128
141300,3.9931,-38,1,0,38,31376400,130735,129
142321,3.9928,-40,2,0,38,31376400,130735,130
