Nano-2 ready
time_ms,battery_V,rssi
1554008,3.778,-64
1555099,3.774,-67
1556182,3.769,-68
1557223,3.772,-72
1558299,3.771,-65
1559361,3.772,-70
1560423,3.774,-71
1561518,3.778,-70
1562599,3.774,-71
1563684,3.775,-67
1564718,3.778,-66
1565814,3.773,-62
1566883,3.770,-64
1567943,3.777,-63
1569008,3.779,-70
1570083,3.771,-63
1571149,3.769,-71
1572203,3.769,-66
1573291,3.773,0
1574352,3.773,-69
1575408,3.768,-62
1576473,3.763,-65
1577533,3.760,-62
1578591,3.761,0
1579648,3.762,-71
1580706,3.751,-64
1582746,-1.000,-63
1585001,3.956,-68
1586053,3.956,-71
1587097,3.956,-69
1588135,3.955,-69
1589203,3.956,-69
1590263,3.956,-69
1591309,3.956,-69
1592366,3.954,-68
1593444,3.956,-73
1594489,3.956,0
1595546,3.955,-67
1596608,3.954,-65
1597664,3.955,-72
1598721,3.955,-68
1599773,3.955,-71
1600831,3.956,-67
1601866,3.954,-68
1602914,3.954,-67
1603966,3.954,-73
1605023,3.954,-66
1606069,3.954,-65
1607123,3.954,-73
1608161,3.955,-67
1609206,3.954,-69
1610276,3.955,-64
1611328,3.954,-69
1612366,3.954,-68
1613411,3.953,-70
1614453,3.954,-70
1615510,3.953,-75
1616557,3.954,-74
1617602,3.954,-69
1618653,3.954,-67
1619693,3.954,-65
1620744,3.954,-72
1621802,3.954,-67
1622849,3.954,-72
1623909,3.954,-64
1625003,3.954,-68
1626055,3.954,-67
1627126,3.954,-66
1628165,3.954,-73
1629208,3.954,-65
1630303,3.953,-72
1631337,3.954,-67
1632394,3.954,-69
1633441,3.954,-69
1634490,3.953,-68
1635590,3.953,-67
1636625,3.952,-71
1637681,3.953,-70
1638769,3.953,-72
1639816,3.953,-71
1640906,3.954,-62
1641987,3.953,-68
1643075,3.954,-68
1644115,3.953,-70
1645180,3.953,-64
1646253,3.953,-67
1647333,3.953,-64
1648447,3.954,-68
1649532,3.954,-69
1650617,3.953,-71
1651698,3.954,-71
1652761,3.953,-67
1653835,3.953,-70
1654895,3.953,-74
1655950,3.953,-66
1657022,3.953,-70
1658075,3.954,-64
1659146,3.953,-66
1660232,3.953,0
1661272,3.953,-72
1662349,3.953,-68
1663403,3.953,-64
1664480,3.953,0
1665526,3.953,-66
1666578,3.953,-64
1667672,3.953,-64
1668768,3.954,-67
1669824,3.953,-69
1670869,3.952,-72
1671924,3.953,-71
1672964,3.952,-69
1674012,3.952,-65
1675064,3.953,-66
1676130,3.953,-66
1677192,3.953,-68
1678243,3.953,-68
1679292,3.953,-70
1680367,3.953,-71
1681414,3.952,-70
1682480,3.953,-79
1683517,3.952,-71
1684595,3.953,-69
1685657,3.953,-70
1686720,3.954,-70
1687778,3.953,0
1688833,3.952,-73
1689888,3.952,-72
1690962,3.953,-80
1692021,3.953,-72
1693075,3.952,-75
1694129,3.952,-79
1695203,3.954,-74
1696272,3.951,-72
1697306,3.952,-70
1698384,3.952,-67
1699446,3.952,-64
1700497,3.953,-68
1701578,3.953,-66
1702631,3.951,-67
1703668,3.953,-64
1704737,3.951,-70
1705786,3.953,-67
1706842,3.953,-66
1707903,3.952,-68
1708972,3.952,-67
1710017,3.952,-63
1711113,3.952,-68
1712183,3.953,-73
1713236,3.951,-63
1714304,3.952,-68
1715372,3.951,-68
1716426,3.952,-65
1717486,3.952,-72
1718536,3.951,-68
1719599,3.951,-66
1720682,3.952,-73
1721741,3.952,-69
1722803,3.951,-73
1723870,3.952,-71
1724936,3.952,-69
1725990,3.951,-65
1727064,3.950,-67
1728115,3.951,-65
1729175,3.952,-68
1730237,3.951,-71
1731328,3.952,-67
1732384,3.952,-62
1733457,3.952,-72
1734523,3.952,-69
1735583,3.951,-70
1736660,3.952,-64
1737739,3.951,-68
1738785,3.951,-67
1739849,3.951,-71
1740900,3.951,-66
1741978,3.952,-63
1743031,3.952,-64
1744090,3.951,-65
1745143,3.951,-63
1746187,3.950,-64
1747265,3.951,-62
1748323,3.952,-61
1749382,3.951,-70
1750443,3.953,-70
1751496,3.951,-64
1752577,3.951,-67
1753653,3.951,-64
1754695,3.951,-63
1755752,3.951,0
1756824,3.951,-66
1757902,3.951,-69
1758939,3.952,-64
1760000,3.952,-70
1761096,3.952,-66
1762156,3.951,-71
1763205,3.951,-64
1764268,3.951,-64
1765328,3.952,-66
1766412,3.951,-64
1767459,3.951,-66
1768514,3.950,-68
1769574,3.951,-64
1770640,3.951,0
1771686,3.951,-73
1772768,3.951,-67
1773824,3.951,-71
1774898,3.951,-68
1775952,3.951,-68
1777018,3.951,-63
1778078,3.952,-73
1779143,3.950,-73
1780189,3.951,-70
1781246,3.951,-67
1782313,3.950,-70
1783378,3.952,-68
1784449,3.951,-71
1785494,3.951,-67
1786571,3.951,-71
1787633,3.951,-70
1788694,3.951,-68
1789733,3.951,-71
1790793,3.950,-73
1791863,3.951,-75
1792926,3.951,-66
1793978,3.950,-70
1795026,3.951,-68
1796116,3.951,-70
1797156,3.949,-71
1798233,3.951,-72
1799288,3.949,-70
1800358,3.951,-70
1801428,3.950,-74
1802482,3.950,-73
1803540,3.951,-71
1804606,3.951,-68
1805668,3.950,-69
1806706,3.951,-69
1807768,3.950,-70
1808820,3.950,-63
1809887,3.949,-63
1810974,3.951,-64
1812017,3.950,-65
1813090,3.950,-71
1814137,3.949,-64
1815198,3.949,-70
1816273,3.951,-65
1817318,3.950,-71
1818390,3.950,-63
1819448,3.950,-71
1820496,3.951,-66
1821593,3.951,-62
1822647,3.950,-72
1823703,3.949,-63
1824782,3.951,-66
1825845,3.951,-66
1826913,3.949,-63
1827971,3.950,-68
1829029,3.950,-64
1830084,3.951,-65
1831131,3.950,-70
1832182,3.950,-62
1833258,3.950,-69
1834306,3.949,-66
1835367,3.950,-72
1836417,3.951,-72
1837488,3.949,-64
1838547,3.949,-69
1839610,3.951,-66
1840665,3.950,-65
1841739,3.949,-66
1842808,3.950,-72
1843876,3.950,-68
1844948,3.949,-68
1846018,3.949,-71
1847075,3.949,-71
1848146,3.949,-69
1849214,3.951,-72
1850278,3.950,-67
1851328,3.948,-69
1852384,3.949,-66
1853460,3.949,-65
1854529,3.949,-69
1855589,3.949,-68
1856658,3.949,-68
1857711,3.949,-68
1858763,3.950,-69
1859824,3.949,-68
1860879,3.949,-68
1861941,3.951,-74
1862990,3.949,-69
1864094,3.948,-68
1865200,3.951,-67
1866283,3.949,-68
1867335,3.949,-68
1868426,3.949,-66
1869534,3.949,-68
1870609,3.948,-71
1871706,3.949,-70
1872785,3.949,-66
1873848,3.949,-67
1874939,3.949,-71
1875976,3.949,-69
1877049,3.950,-67
1878087,3.950,-73
1879183,3.949,-71
1880248,3.951,-64
1881319,3.949,-64
1882414,3.949,-65
1883496,3.949,-66
1884559,3.949,-74
1885606,3.949,-74
1886669,3.949,-68
1887731,3.949,-67
1888819,3.949,-73
1889863,3.949,-73
1890937,3.949,-67
1892029,3.949,-66
1893092,3.949,-68
1894154,3.950,-70
1895209,3.948,-67
1896244,3.949,-75
1897315,3.949,-68
1898396,3.949,-69
1899429,3.951,-70
1900479,3.949,-67
1901535,3.949,-69
1902599,3.949,-69
1903665,3.948,-72
1904705,3.948,-73
1905774,3.949,-66
1906838,3.949,-68
1907919,3.948,-69
1908997,3.949,-71
1910070,3.949,-68
1911128,3.950,-68
1912199,3.949,-70
1913263,3.949,-68
1914337,3.949,-69
1915417,3.949,-71
1916470,3.948,-67
1917536,3.949,-67
1918589,3.949,-73
1919651,3.949,-69
1920728,3.948,-69
1921790,3.948,-69
1922841,3.948,-64
1923894,3.948,-68
1924941,3.948,-69
1925996,3.948,-70
1927030,3.948,-68
1928083,3.949,-75
1929181,3.948,-69
1930223,3.947,-70
1931293,3.948,-72
1932343,3.948,-74
1933410,3.949,-71
1934489,3.949,-73
1935565,3.949,-72
1936634,3.949,-71
1937725,3.949,-70
1938813,3.948,-73
1939882,3.948,-81
1940938,3.948,-73
1942046,3.949,-74
1943088,3.949,-64
1944139,3.950,-67
1945190,3.949,-68
1946234,3.949,-63
1947284,3.948,-68
1948329,3.948,-68
1949383,3.947,-68
1950432,3.949,0
1951476,3.948,-66
1952524,3.949,-69
1953564,3.948,-67
1954619,3.948,-76
1955665,3.948,-74
1956701,3.948,-69
1957756,3.948,-74
1958807,3.948,-72
1959846,3.941,-71
1960904,3.950,-67
1961949,3.951,-68
1962985,3.952,-69
1964059,3.951,-72
1968441,3.950,-68
1969509,3.950,-74
1970583,3.949,-78
1971639,3.947,-79
1972744,3.945,-77
1973804,3.944,-75
1974859,3.953,-74
1975908,3.954,-72
1976959,3.954,-70
1978043,3.954,-73
1979115,3.955,-70
1980175,3.955,-70
1981219,3.954,-73
1982315,3.953,-70
1983400,3.953,-68
1984465,3.954,-66
1985534,3.953,-70
1986593,3.955,-67
1987630,3.954,-70
1988677,3.954,-70
1989739,3.954,-64
1990789,3.954,-64
1991839,3.953,-70
1992892,3.954,-71
1993943,3.954,-71
1995000,3.954,-75
1996047,3.954,-73
1997097,3.954,-73
1998153,3.954,-74
1999210,3.954,-72
2000249,3.953,-71
2001312,3.954,-72
2002374,3.954,-71
2003417,3.953,-63
2004475,3.954,-65
2005575,3.954,-69
2006624,3.954,-63
2007678,3.954,-69
2008721,3.954,-72
2009770,3.953,-74
2010818,3.953,-72
2011857,3.953,-83
2012907,3.954,-70
