Nano-2 ready
time_ms,battery_V,rssi
2954526,3.969,-62
2955553,3.969,-62
2956586,3.968,-63
2957641,3.969,-67
2958677,3.968,-64
2959718,3.969,-69
2960746,3.969,-65
2961803,3.969,-70
2962838,3.968,-70
2963877,3.968,-74
2964943,3.969,-78
